Ammonia,Benzene,Alcohol,CO,Methane,CNG,LPG,Butane,Hydrogen,Smoke,Propane,AQI
35.47,4.66,4.22,15.96,7.06,4.37,1.74,3.9,9.01,37.02,3.28,121.6
48.82,0.43,5.48,5.86,9.47,3.93,4.26,6.01,8.98,56.76,1.5,125.31
4.03,4.38,5.6,12.89,1.84,1.83,5.37,5.21,3.85,119.85,8.51,137.73
16.18,1.35,1.36,19.99,4.67,1.55,2.81,8.66,6.76,75.42,9.16,148.74
0.53,1.57,5.06,3.37,5.11,6.26,5.65,9.04,4.31,23.99,6.45,73.54
30.38,0.46,8.71,8.57,6.45,1.25,8.45,2.4,7.81,63.72,0.76,108.1
5.17,0.71,6.95,0.31,6.6,3.08,6.35,3.09,0.97,172.24,4.98,146.75
44.43,3.86,2.06,3.97,9.47,1.24,9.43,0.2,0.34,199.91,4.49,207.09
13.71,4.48,6.68,1.87,2.91,5.91,0.06,4.17,4.61,112.55,2.79,122.88
29.41,2,5.62,18.98,1.57,5.61,8.22,4.6,4.97,143.48,0.54,198.8
24.23,3.99,2,2.61,4.86,2.62,3.19,7.65,0.65,156.11,6.08,154.66
19.16,4.32,2.85,10.02,1.4,8.98,1.78,6.56,9.76,181.19,9.78,196.92
42.07,1.96,7.35,11.42,6.32,2.96,7.79,1.82,1.05,173.6,0.82,204.65
8.06,1.14,4.02,6.79,9.91,6.05,0.06,5.29,4.36,167.87,5.38,159.28
3.42,1.09,5.75,10.81,8.43,0.16,8.43,5.65,6.64,174.12,9.01,183.6
21.34,4.91,5.9,3.16,6.78,3.06,1.26,8.37,7.09,108.79,8.69,143.16
47.13,1.32,6.78,18.34,0.88,3.86,7.67,2.92,1.06,187.72,9.97,221.79
17.52,2.59,6.84,12.87,7.2,5.29,1.89,4.49,2.92,106.51,7.81,143.28
29.2,4.86,3.57,18.62,0.1,9.7,2.72,7.72,2.89,125.16,3.22,168.19
4.25,1.26,8.23,6.87,8.56,7.76,4.77,7.67,6.92,146.47,7.17,160.47
13.56,4.82,8.96,8.15,3.02,1.27,5.92,6.91,9.61,178.26,4.41,176.64
9.56,2.81,6.42,0.9,3.03,9.64,6.99,6.77,3.88,169.96,4.61,182.93
47.28,1.11,7.14,3.26,7.61,0.47,2.49,9.2,4.39,132.55,6.12,151.61
5.37,2.32,8.99,2.91,5.66,8.8,5.26,8.39,1.37,124.41,8.25,127.06
7.91,4.43,1.79,10.05,0.05,6.76,5.88,5.19,2.65,25.81,6.83,81.12
38.94,0.57,6.04,6.46,2.05,1.05,9.16,7.19,7.58,55.01,9.58,124.19
2.71,2.47,4.36,16.04,6.27,9.23,1.37,2.2,1.9,163.95,9.19,159.3
6.87,1.4,6.61,9.1,0.84,8.16,7.51,9.62,8.38,105.92,6.61,155.26
35.97,4.6,7.5,11.59,0.63,2,8.1,8.63,1.48,14.25,3.63,92.81
10.13,3.69,0.39,16.34,1.39,0.68,4.71,2.63,3.56,116.62,7.87,135.05
49.8,1.06,5.49,0.5,3.75,1.55,6.19,7.55,7.97,177.15,6.1,209.6
35.37,1.43,4.35,14.33,8.59,5.33,1.34,2.85,1.92,25.15,5.65,86.95
19.04,4.15,8.2,6.89,5.97,4.22,3.9,6.02,0.22,74.4,1.99,112.3
5.79,2.79,3.83,15.13,8.04,3.39,8.62,6.06,2.38,159.55,8.75,181.23
15.14,1.53,0.21,1.49,5.34,0.7,8.8,0.37,8.04,45.35,4.8,71.52
26.16,2.61,8.1,2.64,2.88,2.17,2.11,3.76,6.5,22.99,2.02,87.61
11.89,1.06,3.93,10.44,8.86,5.47,6.86,9.97,5.95,22.57,0.72,87.62
21.07,2.26,3.16,14.12,7.28,8.52,6.43,4.99,4.35,17.58,9.07,117.31
2.52,3.22,1.23,4.47,9.18,3.37,8.66,2.04,4.16,195.65,9.64,174.28
1.08,1,4.6,7.58,6.18,7.21,5.83,1.4,7.33,113.51,2.45,136.1
7.97,3.97,0.99,4.32,5.85,7.16,6.53,0.26,6.7,183.29,3.38,157.22
42.21,1.17,3.98,17.21,2.35,6.06,9.99,5.58,5.97,115.38,0.77,189.16
26.21,4.16,4.26,8.81,2.03,7.09,4.5,6.56,8.15,169.83,5.63,185.71
17.16,2.03,7.8,2.1,8.47,5.27,5.57,8.7,7.88,136.14,9.22,169.36
27.51,0.97,2.89,7.92,0.03,9.48,2.11,1.33,0.33,5.9,3.87,73.41
22.44,2.58,7.1,10.49,7.08,4.87,1.54,2.76,2.7,138.69,6.76,163.34
12.67,3.55,6.16,12,3.45,7.55,9.91,3.05,4.81,122.81,3.9,168.98
32.64,1.81,0.79,11.64,1.41,0.92,1.91,1.55,7.77,16.76,8.55,74.52
29.87,3.41,2.05,16.99,7.86,8.66,4.58,8.54,5.83,129.37,1.26,165.54
40.51,4.13,6.89,8.97,3.64,6.82,3.71,6.48,5.28,131.53,5.56,179.83
33.63,1.36,2.56,6.42,4.33,6.33,0.49,0.06,9.36,120.74,8.64,138.12
8.9,2.76,7.81,7.06,2.74,3.8,1.81,5.74,8.88,161.02,0.54,160.9
23.14,3.3,6.78,15.68,1.16,4.7,3.08,9.37,9.03,25.55,4.31,94
40.3,1.76,0.87,0.38,7.81,5.39,0.43,0.19,3.88,124.77,9.71,134.99
29.55,1.34,7.15,13.73,6.49,5.13,5.43,0.47,3.21,81.58,8.39,122.14
6.79,3.31,9.36,9.24,3.7,8.19,3.19,1.04,4.82,66.51,5.79,89.71
2.79,4.31,3.85,0.86,2.4,3.32,4.79,4.57,8.68,187.88,2.33,171.23
36.03,3.5,3.94,1.22,6.71,6.17,0.65,7.16,9.63,41.44,8.83,101.59
22.1,1.48,4.24,19.27,7.12,9.98,1.04,4.28,5.57,179.53,7.06,220.68
3.16,3.31,8.29,4.09,1.57,9.99,6.06,4.07,2.42,114.29,7.39,111.17
6.52,1.54,7.5,15.06,7.93,1.74,1.69,6.84,5.89,74.49,5.05,112.82
25.14,1.77,5.42,12.84,3.42,2.03,9.52,7.89,4.94,98.29,1.51,138.43
7.84,4.81,8.59,13.92,2.38,0.44,4.8,5.29,5.81,55.59,4.88,136.37
24.28,1.28,1.39,8.37,2.53,9.26,7.51,4.69,8.25,172.76,5.07,183.25
30.64,0.91,3.76,11.94,5.83,9.15,6.85,4.35,4.39,31.3,2.58,103.69
44.4,2.55,2.39,0.93,8.39,9.18,7.97,7.84,5.22,166.63,7.49,210.02
14.84,2.61,7.31,6.63,0.52,4.51,3.48,2.48,9.21,182.66,2.25,177.26
33.96,1.36,2.83,9.05,3.3,4.98,9.99,4.71,6.21,17.3,1.91,102.43
2.79,4.06,5.31,19.38,7.39,8.78,5.05,8.29,5.43,14.01,7.62,95.52
19.37,1.61,2.58,11.58,8.57,5.03,0.49,1.71,6.87,142.1,9.01,156.09
47.8,1.96,7.85,15.09,8.78,4.1,0.37,1.28,1.65,163.06,6.23,173.45
27.51,2.77,4.12,2.89,1.42,9.58,5.93,9.75,9.5,43.2,4.24,109.41
19.98,2.7,8.15,1.05,3.15,6.91,8.99,7.01,0.38,11.35,6.33,90.76
40.82,2.25,0.78,18.55,2.83,1.91,9.13,7.49,5.61,174.59,3.83,197.99
1.27,3.3,7.71,13.4,6.05,8.91,2.06,0.57,9.65,117.6,5.06,159
16.56,0.82,2.87,19.64,0.71,9.13,9.21,5.5,2.72,21.44,6.71,96.41
35.62,2.67,0.6,9.76,6.8,8.47,4.35,6.28,8.23,145.78,3.64,176.36
2.05,3.32,3.86,18.94,1.82,1.87,4.23,6.12,7.99,198.22,5.44,192.39
6.4,1.72,0.04,7.26,0.58,7.69,6.58,5.89,5.12,165.88,8.94,162.62
3.69,1.1,1.02,11.61,4.39,5.26,8.89,6.06,9.79,82.58,9.86,117.87
37.8,4.92,2.13,7.15,1.84,2.92,3.43,0.55,0.39,6.48,7.91,75.5
23.26,3.62,4.98,4.91,1.66,8.61,9.82,0.37,1.12,50.96,9.54,87.53
13.88,2.52,6.59,7.52,2.93,6.74,8.19,5,6.2,169.54,2.45,179.43
10.43,1,0.41,4.4,2.03,7.74,2.82,6.17,2.52,46.97,2.03,76.34
26.23,4.16,4.67,9.95,1.9,8.87,9.07,9,5.44,158.97,4.44,188.96
42.78,2.91,1.05,5.46,4.35,0.54,6.06,3.24,5.01,35.87,9.27,97.33
21.48,0.68,3.89,11.33,9.85,5.15,4.51,0.17,7.37,94.07,5.85,131.63
39.82,2.48,5.76,4.24,2.01,2.27,8.53,6.41,0.84,125.85,8.08,164.55
7.28,2.24,0.35,3.61,2.46,8.28,8.88,5.43,2.74,39.87,2.36,88.25
9.56,4.86,1.37,3.3,0.65,7.67,1.58,5.4,3.06,16.57,5.14,45.19
8.46,3.87,4.65,6.29,3.31,2.01,5.49,6.16,0.34,40.43,3.2,81.82
9.56,1.55,3.09,15.73,0.38,8.84,7.42,8.79,4.27,184.03,4.53,182.38
36.62,1.37,4.35,10.24,7.73,0.13,6.52,4.5,2.02,70.78,5.89,132.8
10.94,1.41,8.28,10.3,8.36,9.62,6.46,9.63,3.66,117.82,6.48,158.11
40.06,0.44,8.51,9.04,5.84,8.03,6.48,0.3,0.65,176.51,5.37,186.81
13.59,4.65,8.83,17.42,0.27,5.92,5.01,1.08,0.51,90.39,4.32,127.31
37.48,1.95,5.25,5.13,9.74,8.24,5.79,5.51,3.01,166.31,2.38,186.55
9.99,4.83,9.55,8.48,3.37,8.43,3.6,4.9,9.73,43.81,0.26,103.57
13.01,1.02,5.1,17.43,0.76,0.38,4.44,1.81,3.19,37.67,6.12,72.71
5.61,0.63,4.78,5.73,2.81,5.3,3.01,6.33,0.62,96.7,4.23,94.57
24.13,4.63,2.08,1.11,9.37,7.76,2.19,4.65,5.57,190.3,5.63,183.41
2.82,0.13,3.92,5.04,8.26,5.53,4.41,7.37,5.23,70.1,9.08,101.79
7.96,0.28,4.2,1.63,5.31,7.28,6.95,8.81,6.42,80.08,0,112.73
25.52,1.54,3.77,2.06,7.26,3.96,3.55,7.41,1.61,63.13,2.51,111.66
13.46,1.81,8.27,9.95,4.54,3.2,7.2,8.13,1.47,149.33,6.13,154.25
21.4,1.58,2.92,17.11,9.52,9.25,7.28,2.79,0.66,34.45,8,103.32
22.64,0.03,7.76,15.95,0.56,3.06,8.85,5.24,9.34,32.25,6.19,100.72
23.13,1.2,7.68,13.11,6.37,1.71,2.25,1.73,4.35,2.29,2.15,55.23
31.01,2.51,8.89,14.09,2.68,4.87,2.48,4.2,8.65,75.4,0.48,141.9
48.97,2.26,2.49,10.37,6.96,7.68,9,8.27,3.66,40.67,6.34,131.81
49.87,4.97,7.16,12.05,2.12,4.51,2.94,4.85,3.93,157.93,1.63,209.48
29.02,1.96,6.89,13.53,6.56,7.46,4.22,0.46,6.16,78.48,1.16,123.36
49.83,4.85,3.44,6.36,6.12,9.74,8.36,8.21,0.47,54.78,2.87,125.94
6.83,2.06,4.81,14.01,1.24,4.9,7.72,4.32,6.67,90.39,6.08,111.06
4.17,0.66,7.74,15.33,2.03,5.28,7.6,2.27,6.08,122.78,6.11,146.32
33.86,3.54,8.91,16.73,8.14,6.84,2.51,8.93,7.85,145.16,5.43,199.08
30.97,2.39,3.5,18.7,0.23,7.87,7.8,7.37,6.42,146.72,4.58,201.46
41.74,1.36,4.53,5.22,9.97,3.31,5.08,7.42,3.8,99.87,4.42,143.13
43.21,0.9,8.78,14.98,6.11,3.8,0.45,9.92,7.06,16.13,2.91,119.54
22.1,1.31,6.06,4.85,0.43,9.64,6.6,0.92,5.53,44.36,0.74,88.21
36.95,1.43,5.52,16.46,8.57,0.64,9.28,4.63,3.98,170.58,0.47,187.03
40.53,0.55,8.42,1.86,0.21,7.72,5.68,0.78,4.18,86.37,1.76,122.94
32.58,3.91,8.45,19.95,1.27,6,0.99,2.7,6.15,70,9.65,133.71
38.05,2.81,5.52,0.87,2.32,8.93,7.34,7.72,4.16,38.49,2.86,120.21
0.37,2.69,6.36,18.98,6.19,7.2,2.76,8.39,9.34,57.07,2.53,124.88
33.71,4.42,5.46,8.46,0.11,6.82,0.5,1.94,9.76,93.57,4.44,126.02
48.8,4.03,2.09,7.75,2.58,5.25,3.75,3.09,9.13,34.41,5.37,123.25
21.75,1.43,9.72,13.66,2.45,5.37,6.03,6.48,9.35,185.4,2.93,216.62
22.55,3.89,9.79,14.23,7.76,3.55,5.61,6.94,9.85,198.02,9.28,221.02
5.08,0.22,4.32,5.42,7.17,3.05,5.37,4.16,0.78,183.2,8.16,151.83
25.81,2,0.8,4.75,9.92,8.59,1.84,4.5,7.75,55.45,4.28,118.79
10.05,4.53,3.69,1.51,5.45,3.23,1.02,3.91,4.19,128.32,6.64,143.92
41.67,2.8,8.93,14.44,6.99,3.59,2.19,1.88,3.16,173.25,5.5,189.35
21.81,3.49,4.7,0.67,9.71,9.69,0.71,5.94,8.35,4.66,6.92,75.26
18.29,0.16,5.73,18.11,2.05,5.8,2.14,2.2,7.91,138.84,6.75,162.09
19.25,3.85,3.17,5.98,9.47,4.05,2.3,0.81,2.24,160.16,6.49,172.19
4.07,4.7,3.24,4.83,4.88,8.19,1.08,4.1,5.32,161.7,4.85,148.58
3.44,0.01,5.25,17.69,0.84,5.79,0.89,8.95,1.96,173.15,8.53,177.09
23.79,4.97,1.79,19.51,8.57,4.18,4.55,4.2,8.69,13.48,2.51,93.44
29.98,0.15,4.01,19.29,1.97,3.6,6.38,3.51,4.94,99.9,9.5,148.19
9.74,1.42,4.04,19.59,2,8.62,3.75,5.01,3.16,76.38,4.42,114.29
6.23,3.85,2.07,16.07,4.39,5.5,5.72,5.4,1.8,27.07,5.35,79.2
3.05,0.6,1.2,1.4,3.56,1.5,2.74,7.1,9.23,14.15,9.22,70.98
14.02,3.85,1.05,18.77,2.47,9.09,7.19,0.74,4.29,45.88,4.83,107.81
30.61,0.54,2.19,5.9,4.41,4.75,0.76,6.64,3.16,127.78,3.48,125.82
18.1,0.26,0.53,1.63,6.33,9.91,3.16,9.87,5.33,5.11,8.24,77.42
39.16,1.13,0.77,3.8,7.82,5.08,2.49,7.94,0.83,19.44,9.64,88.5
33.46,3.09,3.88,7.34,4.96,5.92,9.65,4.41,5.93,4.41,8.43,110.15
12.22,4.81,8.68,2.74,4.49,9.43,2.5,5.5,4.9,93.52,0.96,117.79
12.44,1.07,3.41,11.24,5.45,5.6,3.86,8.04,1.87,149.07,9.45,156.1
6.58,1.82,6.88,13.41,0.65,3.93,2.06,3.34,9.49,199.68,3.88,185.23
38.88,4.74,5.67,2.03,0.41,3.12,3.54,9.26,6.71,0.39,7.2,95.1
38.06,2.27,7.26,12.78,0.88,5.26,9.87,8.6,5.35,93.96,6.74,192.96
34.95,4.72,8.45,3.58,8.06,8.27,5.29,4.84,9.41,172.29,1.01,206.45
0.59,0.62,7.85,9.89,5.89,6.18,8.09,5.59,4.55,161.52,9.27,162.6
40.7,1.2,6.66,12.68,9.34,8.32,0.23,2.82,2.86,17.95,5.94,93.37
33.56,3.19,6.94,12.96,4.58,8.06,6.08,8.28,4.2,0.74,2.39,109.78
12.82,4,1.26,7.04,0.38,0.78,0.59,4.59,3.36,78.15,8.96,109.85
29.4,4.76,9.96,1.65,3.27,8.34,8.93,7.86,0.04,121.17,9.73,164.03
41.75,3.27,3.48,14.27,9.83,9.47,6.64,8.69,5.36,31.12,9.45,126.58
7.34,0.88,7,7.7,4.43,9.41,4.81,1.53,0.34,26.98,4.07,57.17
2.23,4.19,9.08,0.31,5.52,6.31,4.14,0.36,9.91,116.64,2.01,98.21
39.85,4.87,8.46,18.31,5.21,0.52,3.85,0.63,9.82,175.44,9.37,205.8
9.77,2.04,6.27,6.46,3.16,7.91,0.41,5.7,3.27,34.13,4.22,80.5
36.96,0.43,3.57,11.78,6.67,2.32,6.54,2.13,3.8,82.54,8.89,113.07
2.39,2.33,4.1,10.16,3.26,6.35,7.8,6.44,2.37,97.39,1.79,98.91
44.73,1.51,8.97,2.52,0.36,0.15,8.91,3.88,1.21,75.41,8.98,116.92
21.25,1.57,9.56,18.11,8.02,9.74,5.38,9.34,2.56,64.51,1.17,134.68
34.31,0.61,3.87,4.37,2.49,4.55,9.34,9.33,9.72,181.78,7.97,222.07
39.73,2.64,7.95,3.92,9.18,6.57,3.37,0.37,1.45,62.92,6.79,97.67
45.05,1.15,8.45,3,4.76,6.11,2,3.21,4.4,184.02,8.82,199.26
5.13,3.14,8.56,18.42,2.89,0.79,1.32,5.44,1.24,169.43,8.85,177.94
41.95,3.54,4.68,2.82,2.25,2.32,6.92,5.11,7.18,38.76,6.84,114.94
23.04,2.44,8.19,9.69,2.93,3.96,9.14,5.04,3.3,108.16,7.89,137.42
39.93,1.02,5.44,4.1,2.59,4.64,2.75,8.26,8.92,1.23,6.58,93.24
40.95,3.74,9.04,5.03,4.21,9.88,3.56,6.35,1.12,95.23,3.71,132.35
42.48,3.84,5.57,6.12,0.96,2.48,9.76,9.19,0.21,165.2,4.94,193.43
17.44,3.87,9.13,3.47,8.35,8.55,5.99,5.09,7.1,3.91,0.35,71.02
41.15,0.15,2.5,12.3,0.9,4.14,6.11,3.73,7.48,166.06,8.25,178.68
11.12,4.72,5.84,2.57,2.18,2.79,2.61,5.92,2.77,79.67,6.92,104.87
32.72,1.9,9.37,19.97,3.13,4.43,3.29,6.08,1.82,196.11,0.49,209.81
44.86,0.19,3.73,16.05,0.04,8.21,6.78,9.47,2.61,2.08,6.22,120.72
28.46,4.49,6.51,15.18,1.04,4.04,2.24,2.27,4.2,52.5,7.01,111.45
41.38,1.72,5.49,13.37,1.27,1.87,2.07,5.19,2.42,129.8,5.63,156.94
44.87,3.33,0.4,2.53,2.9,9.37,8.27,8.36,1.13,130.86,0.26,178.37
5.69,3.14,3.15,12.81,1.26,8.72,0.57,9.39,2.81,116.4,2.34,129.44
45.2,2.46,4.46,7.32,1.48,0.71,2.44,6.08,2.34,36.68,2.24,94.61
1.05,0.71,3.02,11.57,3.09,7.95,5.08,5.99,1.64,137.7,5.78,144.04
29.24,3.88,8.24,13.88,1.89,7.1,3.19,0.68,2.42,115.81,8.47,145.82
44.97,3.7,7.82,19.12,1.93,7.74,3.48,0.24,5.09,75.22,0.33,147.41
40.47,0.11,1.72,10.79,1.55,1.83,0.32,4.43,0.23,194.51,4.41,181.62
4.96,1.79,1.6,19.18,7.57,5.97,2.84,3.1,8.58,110.53,6.38,159.6
20.75,4.43,9.48,0.99,5.7,6.54,6.17,5.87,7.31,94.77,2.41,125.67
38.67,0.22,1.35,5.28,5.81,5.4,2.92,2.38,3.08,129.33,3.34,145.53
37.01,1.63,1.84,15.22,3.8,3.64,4.84,3.3,9.89,135.52,2.35,173.02
28.7,2.2,9.27,5.59,1.33,1.94,8.89,2.16,3.17,140.12,0.77,158.1
14.71,3.11,8.71,15.96,8.7,4.87,5.74,3.98,9.2,87.38,9.4,132.05
34,3.67,7.74,0.66,7.48,7.57,0.78,7.18,2.85,106.54,6.79,147.59
4.86,4.38,9.32,7.93,5.98,5.47,6.43,6.63,6.83,173.72,4.09,184.48
47.36,0.93,6.04,0.02,2.47,5.69,7.06,4.52,4.08,67.26,5.68,108.01
26.85,3.35,8.65,5.72,8.15,4.46,2.07,2.11,4.23,62.14,1.61,111.57
49.71,1.29,0.79,12.08,6.17,0.84,4.11,2.39,7.61,33.94,5.67,124.45
23.5,0.21,2.31,19.31,3.34,8.23,7.36,6.72,1.35,22.32,6.71,106.03
42.15,4.11,7.67,16.72,3.11,8.03,0.84,2.87,3.73,78.8,2.1,149.32
19,2.84,8.61,19.45,0.11,0.62,8.41,9.71,5.42,30.48,1.61,116.82
43.44,4.97,4.85,15.9,3.67,1.04,7.69,5.72,8.24,162.97,5.58,223.29
13.48,3.84,1.07,11.78,1.03,0.37,3.15,1.74,9.3,161.89,2.42,147.16
26.74,4.92,9.49,15.3,1.08,9.5,0.32,6.94,6.75,191.99,3.48,215.3
46.62,2.76,7.71,11.27,5.95,4.99,1.28,4.85,6.22,162.6,6.08,193.02
3.83,1.52,1.48,19.69,3.64,1.31,7.32,6.64,3.03,109.35,1.66,127.14
38.86,1.21,7.15,11.51,6.8,5.6,6.89,0.56,9.14,175.08,8.75,206.36
8.15,1.76,1.07,6.86,6.75,6.89,3.89,5.07,4.69,162.32,2.63,165.41
0.03,4.36,7.59,17.26,8.79,0.56,4.44,1.11,4.31,60.5,3.38,98.55
46.11,2.19,9.34,8.86,6.57,3.85,4.53,2.39,2.97,51.95,5.51,113.7
5.24,4,3.96,4.85,9.97,1.26,4.96,5.37,7.84,188.42,7.55,179.25
12.1,3.54,1.18,19.39,3.08,3.69,3.24,7.88,0.58,187.11,2.06,193
36.65,0.94,8.98,17.94,3.94,4.35,4.12,3.01,5.29,25.28,0.25,120.1
46.24,2.68,3.61,0.15,5.88,3.91,4.03,4.61,2.37,156.35,5.42,179.88
15.27,4,0.06,3.17,0.28,5.7,5.07,3.64,2.84,178.3,8.3,181.43
41.34,2.42,9,6.09,8.61,7.97,3.44,3.78,8.54,19.15,8.42,100.52
5.77,1.95,1.65,12.88,9.92,1.77,8.65,3.71,4.91,174.1,4.99,169.86
17.81,2.54,1.69,3.69,8.23,8.19,7.93,2.39,0.76,19.44,5.11,71.1
29.6,0.82,3.12,1.65,2.92,7.85,8.06,5.45,9.14,85.75,2.01,119.18
33,0.24,2.15,18.68,3.79,1.83,1.72,0.37,0.23,183.11,0.74,176.08
10.06,1.05,6.47,6.45,3.72,5.67,8.52,6.19,7.3,98.09,2.19,132.09
0.95,0.26,9.04,11.15,4.03,4.33,9.38,1.47,4.8,32.77,5.66,74.29
43.98,2.53,3.74,16.41,1.13,8.29,0.62,3.96,5.01,117.66,9.6,175.1
48.6,3.06,1.07,0.97,9.79,5.03,9.49,8.76,9.39,93.95,5.75,171.41
37.3,2.86,1.82,1.9,7.37,4.42,9.83,4.73,3.62,137.96,6.65,163.35
15.97,2.01,3.14,18.56,2.32,7.44,1.01,6.73,2.43,177.41,1.9,175.16
11.88,4.89,1.67,10.53,8.97,8.44,9.78,1.45,0.46,52.83,6.84,107.48
15.79,4.82,6.06,8.15,9.42,2.89,2.44,9.18,1.9,174.87,0.02,173.67
3.71,1.75,9.13,4.65,5.75,6.94,3.58,9.15,0.44,137.22,7.33,150.9
12.53,0.16,7.88,13.45,2.4,3.32,3.72,1.56,7,95.62,4.67,120.62
5.99,3.58,5.94,17.96,2.61,2.76,5.15,9.79,5.56,101.79,4.28,160.96
35.28,4.85,1.78,13.9,3.37,3.56,4.7,1.82,1.93,3.35,2.4,92.82
2.36,1.42,5.05,13.46,3.98,8.17,8.83,7.23,3.71,119.94,5.61,158.22
20.37,1.57,6.7,16.47,7.46,3.6,2.27,1.6,5.31,73.56,7.47,122.19
22.33,0.13,6.84,3.35,9.72,8.54,1.42,4.13,4.31,170.55,7.41,145.02
41.22,0.33,3.28,11.72,6.92,2.62,7.14,4.28,8.73,36.78,9.48,119.41
38.04,3.72,9.05,12.58,3.87,5.32,2.37,2.04,2.77,63.95,7.3,122.73
15.57,4.58,2.12,12.25,2.93,1.09,8.79,9.91,9.18,82.61,9.16,135.39
27.33,3.27,4.83,18.95,7.11,5.39,2.01,2.58,2.44,25.53,7.03,108.99
47.73,4.39,2.79,18.46,5.81,2.27,9.6,6.95,1.1,165.45,2.98,199.59
23.99,0.71,3.7,1.61,9.47,7.31,8.91,8.46,9.37,103.28,6.45,148.06
30.78,2.83,5.72,13.29,0.03,8.08,9.02,0.12,8.93,98.24,6.68,171.75
15.52,1.07,3.07,8.88,7.81,8.74,4.81,7.28,4.62,24.2,2.09,78.67
35.32,3.2,2.03,18.48,6.36,2.14,2.63,3.32,3.53,6.85,6.52,92.29
6.08,1.98,7.93,13.27,7.26,3.1,9.42,6.64,1.39,147.37,0.14,146.31
46.18,4.22,9.04,1.12,4.87,3.56,4.06,1.3,9.82,11.9,4.41,99.91
3.78,4.76,5.82,14.58,1.14,7.42,4.14,8.26,5.92,107.96,2.95,136.84
0.61,2.93,8.71,14.54,5.8,0.89,4.99,4.09,9.93,135.02,9.27,168.38
33.86,1.14,7.47,8.3,3.62,1.38,9.05,1.93,2.45,25.91,2.31,92.4
28.63,0.9,4.27,7.88,8.04,2.54,7.44,3.12,9.03,92.84,7.26,136.04
47.54,2.63,3.01,8.09,1.96,9.71,1.39,6.67,5.33,106.52,0.3,154.79
8.06,5,3.73,17.5,6.87,7.32,0.68,4.15,5.69,179.17,0.31,177
28.85,3.07,5.6,17.88,5.5,1.54,3.39,1.4,2.18,5.45,5.26,63.06
8.76,0.05,3.33,9.32,9.1,8.94,8.45,9.09,5.31,111.02,4.5,152.28
31.73,1.55,3.8,17.85,5.97,7.86,8.91,2.79,0.16,80.59,2.91,133.76
26.34,3.52,4.11,17.45,9.43,5.18,6.23,0.8,1.66,153.93,6.5,189.07
23.69,2.17,0.45,18.21,6.65,6.26,3.6,2.97,3.11,155.65,8.04,179.05
11.51,0.62,6.66,13.75,8,2.46,5.72,0.22,6.57,110.72,9.35,144.14
27.53,2.93,1.79,14.18,5.73,3.78,6.95,9.9,3.2,39.92,8.82,109.15
44.6,4.2,1.76,18.35,7.44,6.69,9.33,4.97,9.72,97.9,0.88,192.83
28.53,2.56,0.61,3.6,2.05,0.81,6.34,8.77,7.87,16.53,6.15,104.98
33.9,3.86,3.08,1.79,7.54,7.39,3.48,3.84,2.86,162.84,3.23,174.22
16.78,4.5,3.76,2.57,1.28,2.13,7.45,1.62,0.87,160.01,9.81,155.53
48.9,4.02,2.5,9.75,3.25,3.93,0.42,7.7,1.52,146.25,3.11,174.88
7.01,2.64,4.66,11.86,1.94,5.74,9.53,1.96,3.88,115.98,1.27,133.66
17.69,3.07,5.31,17.87,0.93,0.74,1.63,9.31,2.45,137.86,3.88,169.16
46.98,0.1,4.59,16.37,0.09,7.08,5.01,5.86,2.88,81.5,7.97,154.52
27.6,4.24,5.08,2.73,7.05,8.16,3.56,0.56,3.7,157.63,6.18,178.04
3.15,2.57,1.14,19.21,7.64,2.57,5.02,6.07,9.87,180.05,3.6,196.58
39.9,1.74,7.12,7.08,8.29,4.02,1.96,9.23,4.94,51.09,9.15,133.93
12.84,2.98,5.74,19.72,0.87,8.1,7.89,4.04,6.56,102.6,0.13,151.62
15.47,3.56,7.46,6.98,4.47,6.75,5.03,6.85,6.39,107.42,5.62,150.55
21.82,0.53,0.98,16.46,7.1,4.53,5.14,6.57,3.16,32.99,0.77,80.47
21.17,0.12,5.87,11.09,9.3,0.96,9.46,3.59,0.22,166.25,9.19,182.94
0.94,0.88,6.87,2.84,5.5,6.66,2.14,8.19,6.18,6.36,4.06,60.37
47.57,3.81,7.36,13.21,9.89,5.07,3.36,4.6,7.88,128.31,3.71,171.94
43.87,1.39,6.04,11.27,2.68,6.24,3.47,5.68,4.64,72.7,6.85,133.39
28.44,3.39,7.43,7.37,4.53,2.53,2.77,3.15,4.31,109.44,3.51,156.16
5.56,2.82,2.36,18.94,9.73,2.44,4.19,3.6,5.33,50.82,1.67,90.16
19.78,3.85,2,9.36,5.35,4.21,3.9,2.31,8.01,146.32,6.93,177.64
11.8,2.86,5.85,10.51,8.01,0.33,8.5,9.77,4.5,185.16,0.68,198.21
8.65,3.12,5.59,6.6,2.04,3.3,8.78,1.11,1.87,167.39,5.9,150.32
26.93,4.53,5.06,3.29,0.2,0.71,9.43,9.34,7.3,183.55,0.21,207.91
3.71,1.74,2.89,15.07,7.2,4.35,8.98,3.28,3.49,130.68,2.94,140.39
49.36,1.93,6.97,0.34,4.34,5.37,8.48,5.66,9.15,109.74,7.75,171.47
31.25,0.96,5.09,18.05,3.19,5.87,8.01,8.22,6.45,95.04,9.15,158.05
32.63,1.66,3.3,7.43,7.36,7.62,0.38,7.62,3.38,9.52,8.95,85.96
